Waktu PC,Waktu MCU (ms),Perangkat,Jenis Komunikasi,Pesan
15:28:33.786,10084,ESP32,RX,UART sent
15:28:33.801,10098,ESP32,RX,Ping Nano: 14151 us
15:28:34.290,10588,ESP32,RX,UART sent
15:28:34.305,10602,ESP32,RX,Ping Nano: 14151 us
15:28:34.718,11015,ESP32,RX,Loop rate core1: 143 Hz
15:28:34.794,11092,ESP32,RX,UART sent
15:28:34.809,11106,ESP32,RX,Ping Nano: 14151 us
15:28:35.297,11595,ESP32,RX,UART sent
15:28:35.312,11609,ESP32,RX,Ping Nano: 14151 us
15:28:35.719,12015,ESP32,RX,Loop rate core1: 143 Hz
15:28:35.721,12015,ESP32,RX,core 1 is alive
15:28:35.753,12051,ESP32,RX,core 0 is alive
15:28:35.802,12100,ESP32,RX,UART sent
15:28:35.817,12114,ESP32,RX,Ping Nano: 14151 us
15:28:36.306,12604,ESP32,RX,UART sent
15:28:36.321,12618,ESP32,RX,Ping Nano: 14151 us
15:28:36.720,13017,ESP32,RX,Loop rate core1: 143 Hz
15:28:36.810,13108,ESP32,RX,UART sent
15:28:36.825,13122,ESP32,RX,Ping Nano: 14151 us
15:28:37.314,13612,ESP32,RX,UART sent
15:28:37.329,13626,ESP32,RX,Ping Nano: 14151 us
15:28:37.721,14018,ESP32,RX,Loop rate core1: 143 Hz
15:28:37.723,14018,ESP32,RX,core 1 is alive
15:28:37.763,14061,ESP32,RX,core 0 is alive
15:28:37.819,14117,ESP32,RX,UART sent
15:28:37.834,14131,ESP32,RX,Ping Nano: 14151 us
15:28:38.322,14620,ESP32,RX,UART sent
15:28:38.337,14634,ESP32,RX,Ping Nano: 14151 us
15:28:38.722,15019,ESP32,RX,Loop rate core1: 143 Hz
15:28:38.826,15124,ESP32,RX,UART sent
15:28:38.841,15138,ESP32,RX,Ping Nano: 14151 us
15:28:39.330,15628,ESP32,RX,UART sent
15:28:39.345,15642,ESP32,RX,Ping Nano: 14151 us
15:28:39.723,16020,ESP32,RX,Loop rate core1: 143 Hz
15:28:39.725,16020,ESP32,RX,core 1 is alive
15:28:39.773,16071,ESP32,RX,core 0 is alive
15:28:39.835,16133,ESP32,RX,UART sent
15:28:39.850,16147,ESP32,RX,Ping Nano: 14151 us
15:28:40.339,16637,ESP32,RX,UART sent
15:28:40.354,16651,ESP32,RX,Ping Nano: 14151 us
15:28:40.725,17022,ESP32,RX,Loop rate core1: 143 Hz
15:28:40.843,17141,ESP32,RX,UART sent
15:28:40.858,17155,ESP32,RX,Ping Nano: 14151 us
15:28:41.347,17645,ESP32,RX,UART sent
15:28:41.362,17659,ESP32,RX,Ping Nano: 14151 us
15:28:41.727,18023,ESP32,RX,Loop rate core1: 143 Hz
15:28:41.728,18023,ESP32,RX,core 1 is alive
15:28:41.783,18081,ESP32,RX,core 0 is alive
15:28:41.852,18150,ESP32,RX,UART sent
15:28:41.867,18164,ESP32,RX,Ping Nano: 14151 us
15:28:42.356,18654,ESP32,RX,UART sent
15:28:42.371,18668,ESP32,RX,Ping Nano: 14151 us
15:28:42.728,19025,ESP32,RX,Loop rate core1: 143 Hz
15:28:42.860,19158,ESP32,RX,UART sent
15:28:42.875,19172,ESP32,RX,Ping Nano: 14151 us
15:28:43.364,19662,ESP32,RX,UART sent
15:28:43.379,19676,ESP32,RX,Ping Nano: 14151 us
15:28:43.729,20026,ESP32,RX,Loop rate core1: 143 Hz
15:28:43.731,20026,ESP32,RX,core 1 is alive
15:28:43.793,20091,ESP32,RX,core 0 is alive
15:28:43.869,20167,ESP32,RX,UART sent
15:28:43.884,20181,ESP32,RX,Ping Nano: 14151 us
15:28:44.373,20671,ESP32,RX,UART sent
15:28:44.388,20685,ESP32,RX,Ping Nano: 14151 us
15:28:44.731,21028,ESP32,RX,Loop rate core1: 143 Hz
15:28:44.877,21175,ESP32,RX,UART sent
15:28:44.892,21189,ESP32,RX,Ping Nano: 14151 us
15:28:45.381,21679,ESP32,RX,UART sent
15:28:45.396,21693,ESP32,RX,Ping Nano: 14151 us
15:28:45.732,22029,ESP32,RX,Loop rate core1: 143 Hz
15:28:45.734,22029,ESP32,RX,core 1 is alive
15:28:45.803,22101,ESP32,RX,core 0 is alive
15:28:45.886,22184,ESP32,RX,UART sent
15:28:45.901,22198,ESP32,RX,Ping Nano: 14151 us
15:28:46.390,22688,ESP32,RX,UART sent
15:28:46.405,22702,ESP32,RX,Ping Nano: 14151 us
15:28:46.734,23031,ESP32,RX,Loop rate core1: 143 Hz
15:28:46.894,23192,ESP32,RX,UART sent
15:28:46.909,23206,ESP32,RX,Ping Nano: 14151 us
15:28:47.398,23696,ESP32,RX,UART sent
15:28:47.413,23710,ESP32,RX,Ping Nano: 14151 us
15:28:47.736,24032,ESP32,RX,Loop rate core1: 143 Hz
15:28:47.737,24032,ESP32,RX,core 1 is alive
15:28:47.813,24111,ESP32,RX,core 0 is alive
15:28:47.903,24201,ESP32,RX,UART sent
15:28:47.918,24215,ESP32,RX,Ping Nano: 14151 us
15:28:48.407,24705,ESP32,RX,UART sent
15:28:48.422,24719,ESP32,RX,Ping Nano: 14151 us
15:28:48.737,25034,ESP32,RX,Loop rate core1: 143 Hz
15:28:48.911,25209,ESP32,RX,UART sent
15:28:48.926,25223,ESP32,RX,Ping Nano: 14151 us
15:28:49.415,25713,ESP32,RX,UART sent
15:28:49.430,25727,ESP32,RX,Ping Nano: 14151 us
15:28:49.738,26035,ESP32,RX,Loop rate core1: 143 Hz
15:28:49.740,26035,ESP32,RX,core 1 is alive
15:28:49.823,26121,ESP32,RX,core 0 is alive
15:28:49.920,26218,ESP32,RX,UART sent
15:28:49.935,26232,ESP32,RX,Ping Nano: 14151 us
15:28:50.424,26722,ESP32,RX,UART sent
15:28:50.439,26736,ESP32,RX,Ping Nano: 14151 us
15:28:50.740,27037,ESP32,RX,Loop rate core1: 143 Hz
15:28:50.928,27226,ESP32,RX,UART sent
15:28:50.943,27240,ESP32,RX,Ping Nano: 14151 us
15:28:51.432,27730,ESP32,RX,UART sent
15:28:51.447,27744,ESP32,RX,Ping Nano: 14151 us
15:28:51.741,28038,ESP32,RX,Loop rate core1: 143 Hz
15:28:51.743,28038,ESP32,RX,core 1 is alive
15:28:51.833,28131,ESP32,RX,core 0 is alive
15:28:51.937,28235,ESP32,RX,UART sent
15:28:51.952,28249,ESP32,RX,Ping Nano: 14151 us
15:28:52.441,28739,ESP32,RX,UART sent
15:28:52.456,28753,ESP32,RX,Ping Nano: 14151 us
15:28:52.743,29040,ESP32,RX,Loop rate core1: 143 Hz
15:28:52.945,29243,ESP32,RX,UART sent
15:28:52.960,29257,ESP32,RX,Ping Nano: 14151 us
15:28:53.448,29746,ESP32,RX,UART sent
15:28:53.463,29760,ESP32,RX,Ping Nano: 14151 us
15:28:53.743,30040,ESP32,RX,Loop rate core1: 143 Hz
15:28:53.745,30040,ESP32,RX,core 1 is alive
15:28:53.843,30141,ESP32,RX,core 0 is alive
15:28:53.953,30251,ESP32,RX,UART sent
15:28:53.968,30265,ESP32,RX,Ping Nano: 14151 us
15:28:54.457,30755,ESP32,RX,UART sent
15:28:54.472,30769,ESP32,RX,Ping Nano: 14151 us
15:28:54.745,31042,ESP32,RX,Loop rate core1: 143 Hz
15:28:54.961,31259,ESP32,RX,UART sent
15:28:54.976,31273,ESP32,RX,Ping Nano: 14151 us
15:28:55.465,31763,ESP32,RX,UART sent
15:28:55.480,31777,ESP32,RX,Ping Nano: 14151 us
15:28:55.746,32043,ESP32,RX,Loop rate core1: 143 Hz
15:28:55.748,32043,ESP32,RX,core 1 is alive
15:28:55.853,32151,ESP32,RX,core 0 is alive
15:28:55.969,32267,ESP32,RX,UART sent
15:28:56.473,32771,ESP32,RX,UART sent
15:28:56.747,33044,ESP32,RX,Loop rate core1: 143 Hz
15:28:56.977,33275,ESP32,RX,UART sent
15:28:57.481,33779,ESP32,RX,UART sent
15:28:57.748,34045,ESP32,RX,Loop rate core1: 143 Hz
15:28:57.750,34045,ESP32,RX,core 1 is alive
15:28:57.863,34161,ESP32,RX,core 0 is alive
15:28:57.986,34284,ESP32,RX,UART sent
15:28:58.490,34788,ESP32,RX,UART sent
15:28:58.750,35047,ESP32,RX,Loop rate core1: 143 Hz
15:28:58.994,35292,ESP32,RX,UART sent
15:28:59.498,35796,ESP32,RX,UART sent
15:28:59.751,36048,ESP32,RX,Loop rate core1: 143 Hz
15:28:59.753,36048,ESP32,RX,core 1 is alive
15:28:59.873,36171,ESP32,RX,core 0 is alive
15:29:00.003,36301,ESP32,RX,UART sent
15:29:00.507,36805,ESP32,RX,UART sent
15:29:00.753,37050,ESP32,RX,Loop rate core1: 143 Hz
15:29:01.011,37309,ESP32,RX,UART sent
15:29:01.515,37813,ESP32,RX,UART sent
15:29:01.754,38051,ESP32,RX,Loop rate core1: 143 Hz
15:29:01.756,38051,ESP32,RX,core 1 is alive
15:29:01.883,38181,ESP32,RX,core 0 is alive
15:29:02.020,38318,ESP32,RX,UART sent
15:29:02.524,38822,ESP32,RX,UART sent
15:29:02.756,39053,ESP32,RX,Loop rate core1: 143 Hz
15:29:03.028,39326,ESP32,RX,UART sent
15:29:03.532,39830,ESP32,RX,UART sent
15:29:03.757,40054,ESP32,RX,Loop rate core1: 143 Hz
15:29:03.759,40054,ESP32,RX,core 1 is alive
15:29:03.893,40191,ESP32,RX,core 0 is alive
15:29:04.037,40335,ESP32,RX,UART sent
15:29:04.541,40839,ESP32,RX,UART sent
15:29:04.759,41056,ESP32,RX,Loop rate core1: 143 Hz
15:29:05.045,41343,ESP32,RX,UART sent
15:29:05.549,41847,ESP32,RX,UART sent
15:29:05.760,42057,ESP32,RX,Loop rate core1: 143 Hz
15:29:05.762,42057,ESP32,RX,core 1 is alive
15:29:05.902,42201,ESP32,RX,core 0 is alive
15:29:06.054,42352,ESP32,RX,UART sent
15:29:06.558,42856,ESP32,RX,UART sent
15:29:06.762,43059,ESP32,RX,Loop rate core1: 143 Hz
15:29:07.062,43360,ESP32,RX,UART sent
15:29:07.566,43864,ESP32,RX,UART sent
15:29:07.763,44060,ESP32,RX,Loop rate core1: 143 Hz
15:29:07.765,44060,ESP32,RX,core 1 is alive
15:29:07.913,44211,ESP32,RX,core 0 is alive
15:29:08.071,44369,ESP32,RX,UART sent
15:29:08.575,44873,ESP32,RX,UART sent
15:29:08.765,45062,ESP32,RX,Loop rate core1: 143 Hz
15:29:09.079,45377,ESP32,RX,UART sent
15:29:09.583,45881,ESP32,RX,UART sent
15:29:09.766,46063,ESP32,RX,Loop rate core1: 143 Hz
15:29:09.768,46063,ESP32,RX,core 1 is alive
15:29:09.932,46221,ESP32,RX,core 0 is alive
15:29:10.088,46386,ESP32,RX,UART sent
15:29:10.592,46890,ESP32,RX,UART sent
15:29:10.768,47065,ESP32,RX,Loop rate core1: 143 Hz
15:29:11.096,47394,ESP32,RX,UART sent
15:29:11.598,47897,ESP32,RX,UART sent
15:29:11.768,48065,ESP32,RX,Loop rate core1: 143 Hz
15:29:11.770,48065,ESP32,RX,core 1 is alive
15:29:11.933,48231,ESP32,RX,core 0 is alive
15:29:12.103,48402,ESP32,RX,UART sent
15:29:12.608,48906,ESP32,RX,UART sent
15:29:12.770,49067,ESP32,RX,Loop rate core1: 143 Hz
15:29:13.111,49410,ESP32,RX,UART sent
15:29:13.616,49914,ESP32,RX,UART sent
15:29:13.771,50068,ESP32,RX,Loop rate core1: 143 Hz
15:29:13.773,50068,ESP32,RX,core 1 is alive
15:29:13.942,50241,ESP32,RX,core 0 is alive
15:29:14.120,50418,ESP32,RX,UART sent
15:29:14.624,50922,ESP32,RX,UART sent
15:29:14.772,51069,ESP32,RX,Loop rate core1: 143 Hz
15:29:15.128,51426,ESP32,RX,UART sent
15:29:15.632,51930,ESP32,RX,UART sent
15:29:15.773,52070,ESP32,RX,Loop rate core1: 143 Hz
15:29:15.775,52070,ESP32,RX,core 1 is alive
15:29:15.952,52251,ESP32,RX,core 0 is alive
15:29:16.137,52435,ESP32,RX,UART sent
15:29:16.640,52939,ESP32,RX,UART sent
15:29:16.776,53073,ESP32,RX,Loop rate core1: 143 Hz
15:29:17.145,53444,ESP32,RX,UART sent
15:29:17.650,53948,ESP32,RX,UART sent
15:29:17.777,54074,ESP32,RX,Loop rate core1: 143 Hz
15:29:17.779,54074,ESP32,RX,core 1 is alive
15:29:17.962,54261,ESP32,RX,core 0 is alive
15:29:18.155,54453,ESP32,RX,UART sent
15:29:18.658,54957,ESP32,RX,UART sent
15:29:18.779,55076,ESP32,RX,Loop rate core1: 143 Hz
15:29:19.162,55461,ESP32,RX,UART sent
15:29:19.666,55965,ESP32,RX,UART sent
15:29:19.780,56077,ESP32,RX,Loop rate core1: 143 Hz
15:29:19.782,56077,ESP32,RX,core 1 is alive
15:29:19.972,56271,ESP32,RX,core 0 is alive
15:29:20.171,56470,ESP32,RX,UART sent
15:29:20.675,56973,ESP32,RX,UART sent
15:29:20.781,57078,ESP32,RX,Loop rate core1: 143 Hz
15:29:21.178,57477,ESP32,RX,UART sent
15:29:21.682,57981,ESP32,RX,UART sent
15:29:21.782,58079,ESP32,RX,Loop rate core1: 143 Hz
15:29:21.784,58079,ESP32,RX,core 1 is alive
15:29:21.982,58281,ESP32,RX,core 0 is alive
15:29:22.188,58486,ESP32,RX,UART sent
15:29:22.691,58990,ESP32,RX,UART sent
15:29:22.784,59081,ESP32,RX,Loop rate core1: 143 Hz
15:29:23.196,59494,ESP32,RX,UART sent
15:29:23.699,59998,ESP32,RX,UART sent
15:29:23.784,60082,ESP32,RX,Loop rate core1: 143 Hz
15:29:23.786,60082,ESP32,RX,core 1 is alive
15:29:23.992,60291,ESP32,RX,core 0 is alive
15:29:24.205,60503,ESP32,RX,UART sent
15:29:24.708,61007,ESP32,RX,UART sent
15:29:24.787,61084,ESP32,RX,Loop rate core1: 143 Hz
15:29:25.212,61511,ESP32,RX,UART sent
15:29:25.716,62015,ESP32,RX,UART sent
15:29:25.788,62085,ESP32,RX,Loop rate core1: 143 Hz
15:29:25.790,62085,ESP32,RX,core 1 is alive
15:29:26.002,62301,ESP32,RX,core 0 is alive
15:29:26.221,62520,ESP32,RX,UART sent
15:29:26.725,63024,ESP32,RX,UART sent
15:29:26.789,63087,ESP32,RX,Loop rate core1: 143 Hz
15:29:27.229,63528,ESP32,RX,UART sent
15:29:27.734,64032,ESP32,RX,UART sent
15:29:27.791,64088,ESP32,RX,Loop rate core1: 143 Hz
15:29:27.793,64088,ESP32,RX,core 1 is alive
15:29:28.012,64311,ESP32,RX,core 0 is alive
15:29:28.238,64537,ESP32,RX,UART sent
15:29:28.742,65041,ESP32,RX,UART sent
15:29:28.792,65090,ESP32,RX,Loop rate core1: 143 Hz
15:29:29.246,65545,ESP32,RX,UART sent
15:29:29.749,66048,ESP32,RX,UART sent
15:29:29.792,66090,ESP32,RX,Loop rate core1: 143 Hz
15:29:29.794,66090,ESP32,RX,core 1 is alive
15:29:30.022,66321,ESP32,RX,core 0 is alive
15:29:30.254,66553,ESP32,RX,UART sent
15:29:30.758,67057,ESP32,RX,UART sent
15:29:30.794,67092,ESP32,RX,Loop rate core1: 143 Hz
15:29:31.262,67561,ESP32,RX,UART sent
15:29:31.766,68065,ESP32,RX,UART sent
15:29:31.795,68093,ESP32,RX,Loop rate core1: 143 Hz
15:29:31.798,68093,ESP32,RX,core 1 is alive
15:29:32.032,68331,ESP32,RX,core 0 is alive
15:29:32.271,68570,ESP32,RX,UART sent
15:29:32.775,69074,ESP32,RX,UART sent
15:29:32.797,69095,ESP32,RX,Loop rate core1: 143 Hz
15:29:33.279,69578,ESP32,RX,UART sent
15:29:33.782,70081,ESP32,RX,UART sent
15:29:33.798,70095,ESP32,RX,Loop rate core1: 143 Hz
15:29:33.800,70095,ESP32,RX,core 1 is alive
15:29:34.042,70341,ESP32,RX,core 0 is alive
15:29:34.287,70586,ESP32,RX,UART sent
15:29:34.791,71090,ESP32,RX,UART sent
15:29:34.799,71097,ESP32,RX,Loop rate core1: 143 Hz
15:29:35.295,71594,ESP32,RX,UART sent
15:29:35.799,72098,ESP32,RX,UART sent
15:29:35.802,72099,ESP32,RX,Loop rate core1: 143 Hz
15:29:35.804,72099,ESP32,RX,core 1 is alive
15:29:36.052,72351,ESP32,RX,core 0 is alive
15:29:36.304,72603,ESP32,RX,UART sent
15:29:36.802,73100,ESP32,RX,Loop rate core1: 143 Hz
15:29:36.808,73107,ESP32,RX,UART sent
15:29:37.312,73611,ESP32,RX,UART sent
15:29:37.803,74101,ESP32,RX,Loop rate core1: 143 Hz
15:29:37.805,74101,ESP32,RX,core 1 is alive
15:29:37.817,74116,ESP32,RX,UART sent
15:29:38.062,74361,ESP32,RX,core 0 is alive
15:29:38.321,74620,ESP32,RX,UART sent
15:29:38.805,75103,ESP32,RX,Loop rate core1: 143 Hz
15:29:38.825,75124,ESP32,RX,UART sent
15:29:39.329,75628,ESP32,RX,UART sent
15:29:39.806,76104,ESP32,RX,Loop rate core1: 143 Hz
15:29:39.808,76104,ESP32,RX,core 1 is alive
15:29:39.834,76133,ESP32,RX,UART sent
15:29:40.072,76371,ESP32,RX,core 0 is alive
15:29:40.338,76637,ESP32,RX,UART sent
15:29:40.808,77106,ESP32,RX,Loop rate core1: 143 Hz
15:29:40.842,77141,ESP32,RX,UART sent
15:29:41.346,77645,ESP32,RX,UART sent
15:29:41.809,78107,ESP32,RX,Loop rate core1: 143 Hz
15:29:41.811,78107,ESP32,RX,core 1 is alive
15:29:41.851,78150,ESP32,RX,UART sent
15:29:42.082,78381,ESP32,RX,core 0 is alive
15:29:42.355,78654,ESP32,RX,UART sent
15:29:42.812,79109,ESP32,RX,Loop rate core1: 143 Hz
15:29:42.859,79158,ESP32,RX,UART sent
15:29:43.363,79662,ESP32,RX,UART sent
15:29:43.813,80110,ESP32,RX,Loop rate core1: 143 Hz
15:29:43.815,80110,ESP32,RX,core 1 is alive
15:29:43.868,80167,ESP32,RX,UART sent
15:29:44.093,80391,ESP32,RX,core 0 is alive
15:29:44.372,80671,ESP32,RX,UART sent
15:29:44.814,81112,ESP32,RX,Loop rate core1: 143 Hz
15:29:44.876,81175,ESP32,RX,UART sent
15:29:45.381,81679,ESP32,RX,UART sent
15:29:45.815,82113,ESP32,RX,Loop rate core1: 143 Hz
15:29:45.817,82113,ESP32,RX,core 1 is alive
15:29:45.886,82184,ESP32,RX,UART sent
15:29:46.103,82401,ESP32,RX,core 0 is alive
15:29:46.390,82688,ESP32,RX,UART sent
15:29:46.818,83115,ESP32,RX,Loop rate core1: 143 Hz
15:29:46.894,83192,ESP32,RX,UART sent
15:29:47.397,83696,ESP32,RX,UART sent
15:29:47.818,84115,ESP32,RX,Loop rate core1: 143 Hz
15:29:47.820,84115,ESP32,RX,core 1 is alive
15:29:47.901,84200,ESP32,RX,UART sent
15:29:48.112,84411,ESP32,RX,core 0 is alive
15:29:48.405,84704,ESP32,RX,UART sent
15:29:48.819,85117,ESP32,RX,Loop rate core1: 143 Hz
15:29:48.909,85208,ESP32,RX,UART sent
15:29:49.413,85712,ESP32,RX,UART sent
15:29:49.820,86118,ESP32,RX,Loop rate core1: 143 Hz
15:29:49.822,86118,ESP32,RX,core 1 is alive
15:29:49.918,86217,ESP32,RX,UART sent
15:29:50.122,86421,ESP32,RX,core 0 is alive
15:29:50.422,86721,ESP32,RX,UART sent
15:29:50.822,87120,ESP32,RX,Loop rate core1: 143 Hz
15:29:50.926,87225,ESP32,RX,UART sent
15:29:51.430,87729,ESP32,RX,UART sent
15:29:51.822,88120,ESP32,RX,Loop rate core1: 143 Hz
15:29:51.825,88120,ESP32,RX,core 1 is alive
15:29:51.934,88233,ESP32,RX,UART sent
15:29:52.132,88431,ESP32,RX,core 0 is alive
15:29:52.438,88737,ESP32,RX,UART sent
15:29:52.824,89122,ESP32,RX,Loop rate core1: 143 Hz
15:29:52.942,89241,ESP32,RX,UART sent
15:29:53.446,89745,ESP32,RX,UART sent
15:29:53.825,90123,ESP32,RX,Loop rate core1: 143 Hz
15:29:53.827,90123,ESP32,RX,core 1 is alive
15:29:53.951,90250,ESP32,RX,UART sent
15:29:54.142,90441,ESP32,RX,core 0 is alive
15:29:54.454,90753,ESP32,RX,UART sent
15:29:54.826,91124,ESP32,RX,Loop rate core1: 143 Hz
15:29:54.958,91257,ESP32,RX,UART sent
15:29:55.462,91761,ESP32,RX,UART sent
15:29:55.828,92125,ESP32,RX,Loop rate core1: 143 Hz
15:29:55.829,92125,ESP32,RX,core 1 is alive
15:29:55.967,92266,ESP32,RX,UART sent
15:29:56.152,92451,ESP32,RX,core 0 is alive
15:29:56.471,92770,ESP32,RX,UART sent
15:29:56.829,93127,ESP32,RX,Loop rate core1: 143 Hz
15:29:56.975,93274,ESP32,RX,UART sent
15:29:57.479,93778,ESP32,RX,UART sent
15:29:57.830,94128,ESP32,RX,Loop rate core1: 143 Hz
15:29:57.832,94128,ESP32,RX,core 1 is alive
15:29:57.984,94283,ESP32,RX,UART sent
15:29:58.162,94461,ESP32,RX,core 0 is alive
15:29:58.488,94787,ESP32,RX,UART sent
15:29:58.832,95130,ESP32,RX,Loop rate core1: 143 Hz
15:29:58.992,95291,ESP32,RX,UART sent
15:29:59.496,95795,ESP32,RX,UART sent
15:29:59.833,96131,ESP32,RX,Loop rate core1: 143 Hz
15:29:59.835,96131,ESP32,RX,core 1 is alive
15:30:00.001,96300,ESP32,RX,UART sent
15:30:00.172,96471,ESP32,RX,core 0 is alive
15:30:00.505,96804,ESP32,RX,UART sent
15:30:00.835,97133,ESP32,RX,Loop rate core1: 143 Hz
15:30:01.009,97308,ESP32,RX,UART sent
15:30:01.513,97812,ESP32,RX,UART sent
15:30:01.836,98134,ESP32,RX,Loop rate core1: 143 Hz
15:30:01.838,98134,ESP32,RX,core 1 is alive
15:30:02.018,98317,ESP32,RX,UART sent
15:30:02.182,98481,ESP32,RX,core 0 is alive
15:30:02.522,98821,ESP32,RX,UART sent
15:30:02.838,99136,ESP32,RX,Loop rate core1: 143 Hz
15:30:03.026,99325,ESP32,RX,UART sent
15:30:03.529,99828,ESP32,RX,UART sent
15:30:03.838,100136,ESP32,RX,Loop rate core1: 143 Hz
15:30:03.840,100136,ESP32,RX,core 1 is alive
15:30:04.034,100333,ESP32,RX,UART sent
15:30:04.192,100491,ESP32,RX,core 0 is alive
15:30:04.538,100837,ESP32,RX,UART sent
15:30:04.840,101138,ESP32,RX,Loop rate core1: 143 Hz
15:30:05.042,101341,ESP32,RX,UART sent
15:30:05.546,101845,ESP32,RX,UART sent
